id1 id2 length score length2 e_value identities gaps strand
SRR5712781.8666 8666 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.7678 7678 559 82.4 44 3e-15 53/57 1/57 Plus/Minus
SRR5712781.7311 7311 560 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.7149 7149 560 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.6410 6410 560 100 54 8e-21 56/57 0/57 Plus/Plus
SRR5712781.6388 6388 558 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.5854 5854 560 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.5131 5131 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.4168 4168 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.2123 2123 559 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.1765 1765 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.665 665 560 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.433 433 559 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.284 284 560 100 54 8e-21 63/67 1/67 Plus/Plus
SRR5712781.46433 46433 560 82.4 44 3e-15 48/50 0/50 Plus/Minus
SRR5712781.46388 46388 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.46012 46012 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.45945 45945 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.45750 45750 560 82.4 44 3e-15 48/50 0/50 Plus/Minus
SRR5712781.45717 45717 559 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.45594 45594 559 99.0 53 3e-20 62/66 2/66 Plus/Plus
SRR5712781.45435 45435 558 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.45310 45310 557 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.45079 45079 560 99.0 53 3e-20 70/78 2/78 Plus/Plus
SRR5712781.44908 44908 557 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.44748 44748 559 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.44572 44572 558 99.0 53 3e-20 63/67 3/67 Plus/Plus
SRR5712781.44455 44455 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.44434 44434 559 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.44298 44298 559 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.44231 44231 560 91.6 49 5e-18 55/58 0/58 Plus/Minus
SRR5712781.44059 44059 560 82.4 44 3e-15 48/50 0/50 Plus/Minus
SRR5712781.44050 44050 559 82.4 44 3e-15 48/50 0/50 Plus/Minus
SRR5712781.43966 43966 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.43762 43762 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.43747 43747 558 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.43163 43163 558 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.43103 43103 558 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.43101 43101 559 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.42908 42908 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.42713 42713 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.42603 42603 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.42509 42509 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.41853 41853 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.41749 41749 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.41312 41312 559 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.40966 40966 560 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.39818 39818 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.39540 39540 558 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.39475 39475 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.39397 39397 559 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.39059 39059 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.38739 38739 559 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.38683 38683 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.38453 38453 560 82.4 44 3e-15 48/50 0/50 Plus/Minus
SRR5712781.38111 38111 560 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.38068 38068 559 99.0 53 3e-20 60/63 2/63 Plus/Plus
SRR5712781.38055 38055 559 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.37764 37764 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.37656 37656 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.37154 37154 560 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.36996 36996 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.36995 36995 560 82.4 44 3e-15 48/50 0/50 Plus/Minus
SRR5712781.36394 36394 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.36289 36289 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.36232 36232 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.36053 36053 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.35894 35894 560 99.0 53 3e-20 65/71 0/71 Plus/Plus
SRR5712781.35822 35822 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.35658 35658 559 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.35522 35522 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.35346 35346 559 73.1 39 2e-12 45/48 0/48 Plus/Minus
SRR5712781.35013 35013 559 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.35006 35006 560 82.4 44 3e-15 48/50 0/50 Plus/Minus
SRR5712781.34523 34523 560 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.34211 34211 560 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.33966 33966 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.33844 33844 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.33741 33741 558 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.33337 33337 559 99.0 53 3e-20 62/66 2/66 Plus/Plus
SRR5712781.33258 33258 559 99.0 53 3e-20 65/70 3/70 Plus/Plus
SRR5712781.33210 33210 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.33187 33187 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.33073 33073 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.32965 32965 559 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.32954 32954 559 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.32860 32860 560 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.32658 32658 560 99.0 53 3e-20 65/70 3/70 Plus/Plus
SRR5712781.32590 32590 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.32264 32264 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.32004 32004 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.31926 31926 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.31726 31726 559 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.31545 31545 560 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.31116 31116 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.30884 30884 560 99.0 53 3e-20 62/66 1/66 Plus/Plus
SRR5712781.30594 30594 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.30565 30565 560 89.8 48 2e-17 52/54 0/54 Plus/Minus
SRR5712781.30518 30518 560 82.4 44 3e-15 48/50 0/50 Plus/Minus
SRR5712781.30245 30245 558 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.30243 30243 559 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.30208 30208 560 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.29870 29870 559 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.29790 29790 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.29758 29758 559 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.29528 29528 559 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.29116 29116 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.28943 28943 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.28739 28739 560 78.7 42 4e-14 50/54 0/54 Plus/Minus
SRR5712781.28298 28298 560 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.28127 28127 559 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.27980 27980 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.27784 27784 559 99.0 53 3e-20 67/73 3/73 Plus/Plus
SRR5712781.27277 27277 559 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.27276 27276 560 76.8 41 1e-13 47/50 0/50 Plus/Minus
SRR5712781.27256 27256 558 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.27198 27198 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.27194 27194 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.27192 27192 559 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.26905 26905 560 82.4 44 3e-15 48/50 0/50 Plus/Minus
SRR5712781.26676 26676 559 82.4 44 3e-15 48/50 0/50 Plus/Minus
SRR5712781.26674 26674 560 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.26458 26458 559 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.25906 25906 559 95.3 51 4e-19 57/60 0/60 Plus/Plus
SRR5712781.25888 25888 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.25746 25746 560 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.25225 25225 558 99.0 53 3e-20 63/67 3/67 Plus/Plus
SRR5712781.25176 25176 559 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.25082 25082 560 99.0 53 3e-20 60/63 1/63 Plus/Plus
SRR5712781.24435 24435 560 89.8 48 2e-17 56/60 0/60 Plus/Minus
SRR5712781.24434 24434 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.24335 24335 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.24299 24299 557 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.23573 23573 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.22968 22968 560 99.0 53 3e-20 59/62 0/62 Plus/Plus
SRR5712781.22944 22944 559 99.0 53 3e-20 63/68 0/68 Plus/Plus
SRR5712781.22538 22538 560 99.0 53 3e-20 58/60 2/60 Plus/Plus
SRR5712781.22092 22092 559 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR5712781.21935 21935 558 99.0 53 3e-20 57/59 0/59 Plus/Plus
SRR1615876.728 IC5OGLS08I5DD9 448 102 55 4e-23 60/62 2/62 Plus/Plus
SRR1615876.632 IC5OGLS08JW88L 445 102 55 4e-23 60/62 2/62 Plus/Plus
SRR1615876.2 IC5OGLS08JEL0B 450 102 55 4e-23 60/62 2/62 Plus/Plus
SRR1615876.850 IC5OGLS08JABUL 678 99.0 53 5e-22 58/60 2/60 Plus/Plus
SRR1615876.821 IC5OGLS08JFR1S 640 99.0 53 5e-22 57/59 0/59 Plus/Plus
SRR1615876.807 IC5OGLS08JG6MT 647 99.0 53 5e-22 60/63 2/63 Plus/Plus
SRR1615876.750 IC5OGLS08JXVR5 463 99.0 53 5e-22 58/60 2/60 Plus/Plus
SRR1615876.713 IC5OGLS08I3I5B 660 99.0 53 5e-22 58/60 2/60 Plus/Plus
SRR1615876.428 IC5OGLS08JF635 635 99.0 53 5e-22 58/60 2/60 Plus/Plus
SRR1615876.267 IC5OGLS08JLPIF 649 99.0 53 5e-22 58/60 2/60 Plus/Plus
SRR1615876.165 IC5OGLS08JA6JU 448 99.0 53 5e-22 58/60 2/60 Plus/Plus
SRR1615876.109 IC5OGLS08JE5AH 453 99.0 53 5e-22 58/60 2/60 Plus/Plus
SRR1615876.35 IC5OGLS08JAVG4 450 99.0 53 5e-22 58/60 2/60 Plus/Plus
SRR1615876.15 IC5OGLS08JU6AQ 457 99.0 53 5e-22 58/60 2/60 Plus/Plus
SRR1615876.630 IC5OGLS08JGHU1 471 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.584 IC5OGLS08JOZRH 461 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.367 IC5OGLS08JDPUE 463 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.329 IC5OGLS08JJ5UP 463 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.316 IC5OGLS08JPFQP 450 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.287 IC5OGLS08JF14C 465 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.245 IC5OGLS08JE6LH 460 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.207 IC5OGLS08I3WDW 459 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.181 IC5OGLS08JV1W3 454 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.136 IC5OGLS08JNLO4 468 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.93 IC5OGLS08JGNT9 471 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.89 IC5OGLS08JLEGL 466 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.39 IC5OGLS08JHUKI 469 97.1 52 2e-21 57/59 2/59 Plus/Plus
SRR1615876.264 IC5OGLS08JDRXI 378 95.3 51 6e-21 59/63 0/63 Plus/Plus
SRR1615876.96 IC5OGLS08JHB1I 485 89.8 48 3e-19 53/55 2/55 Plus/Plus
SRR1615876.798 IC5OGLS08JY1N3 476 87.9 47 1e-18 57/62 0/62 Plus/Plus
SRR1615876.477 IC5OGLS08JF0H9 462 87.9 47 1e-18 57/62 0/62 Plus/Plus
SRR1615876.231 IC5OGLS08JLSFI 469 87.9 47 1e-18 57/62 0/62 Plus/Plus
SRR1615876.23 IC5OGLS08JEB7Q 486 87.9 47 1e-18 57/62 0/62 Plus/Plus
SRR1615876.870 IC5OGLS08I3ZSI 535 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.861 IC5OGLS08JMN16 530 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.856 IC5OGLS08JWUVK 543 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.854 IC5OGLS08JXQ49 527 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.848 IC5OGLS08I8BR8 574 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.847 IC5OGLS08JK3BB 564 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.842 IC5OGLS08I65DT 552 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.833 IC5OGLS08JFCVH 542 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.829 IC5OGLS08JETG5 543 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.822 IC5OGLS08JQCI2 488 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.810 IC5OGLS08JKKFC 543 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.805 IC5OGLS08JD58M 526 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.803 IC5OGLS08I9876 538 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.802 IC5OGLS08JIMRZ 525 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.801 IC5OGLS08I9AUE 541 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.793 IC5OGLS08JX0DS 520 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.791 IC5OGLS08I78QQ 530 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.783 IC5OGLS08JEKD6 550 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.780 IC5OGLS08JVVKA 535 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.768 IC5OGLS08I9YU2 516 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.757 IC5OGLS08I15FS 527 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.752 IC5OGLS08I7NQ8 543 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.749 IC5OGLS08I2BNS 540 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.744 IC5OGLS08JUBFC 527 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.742 IC5OGLS08JET8N 518 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.733 IC5OGLS08I76YF 535 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.726 IC5OGLS08JTVYC 517 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.720 IC5OGLS08I837C 536 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.717 IC5OGLS08JZNA8 542 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.710 IC5OGLS08JZTOX 525 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.702 IC5OGLS08JK40V 532 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.694 IC5OGLS08JEINM 519 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.693 IC5OGLS08JV7ZA 541 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.691 IC5OGLS08JFWJC 525 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.681 IC5OGLS08JEXW4 550 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.665 IC5OGLS08I5N28 522 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.663 IC5OGLS08JK5QL 530 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.659 IC5OGLS08I9GHI 536 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.652 IC5OGLS08I7NK2 530 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.651 IC5OGLS08JZ5UQ 517 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.638 IC5OGLS08JI18U 517 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.625 IC5OGLS08JT2VJ 534 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.610 IC5OGLS08JIXW6 517 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.608 IC5OGLS08JCI4R 535 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.588 IC5OGLS08JBS2F 531 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.586 IC5OGLS08I2ROD 530 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.582 IC5OGLS08I79I9 535 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.562 IC5OGLS08JD64E 519 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.559 IC5OGLS08JX5C9 510 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.557 IC5OGLS08JJUKI 521 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.541 IC5OGLS08JNOD0 533 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.539 IC5OGLS08JBE12 541 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.534 IC5OGLS08JFG8L 543 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.531 IC5OGLS08JINL6 518 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.526 IC5OGLS08JUDEL 549 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.523 IC5OGLS08JN8F4 525 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.511 IC5OGLS08I3SMH 535 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.508 IC5OGLS08I3DNM 534 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.494 IC5OGLS08J2OMZ 536 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.492 IC5OGLS08JCFDE 529 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.466 IC5OGLS08I87OK 542 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.460 IC5OGLS08JUWKF 526 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.459 IC5OGLS08JFKBH 545 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.454 IC5OGLS08I56U0 526 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.449 IC5OGLS08I2K8D 539 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.448 IC5OGLS08JIH9Q 538 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.442 IC5OGLS08JA6HH 492 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.435 IC5OGLS08I74B5 520 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.434 IC5OGLS08J0IJF 527 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.425 IC5OGLS08JHY9V 541 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.421 IC5OGLS08JJ0NS 530 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.417 IC5OGLS08I706B 536 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.405 IC5OGLS08JTBW8 521 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.401 IC5OGLS08I3DRS 538 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.399 IC5OGLS08JC25Q 544 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.394 IC5OGLS08JIGYT 514 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.392 IC5OGLS08JEB9K 515 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.384 IC5OGLS08JN7KW 533 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.376 IC5OGLS08J0E3S 533 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.371 IC5OGLS08JV0RG 524 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.364 IC5OGLS08I9GKL 543 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.351 IC5OGLS08I8Y8F 520 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.346 IC5OGLS08J1JYS 520 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.341 IC5OGLS08JQ4I8 524 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.327 IC5OGLS08I7ZKR 497 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.323 IC5OGLS08JD3BN 517 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.314 IC5OGLS08I9BUU 541 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.313 IC5OGLS08I7CAI 548 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.311 IC5OGLS08I7WP3 527 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.309 IC5OGLS08JG6TV 531 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.308 IC5OGLS08I59R7 536 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.306 IC5OGLS08I7EZC 530 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.299 IC5OGLS08JFOOZ 518 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.294 IC5OGLS08I8BQ4 520 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.292 IC5OGLS08JOGZU 532 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.277 IC5OGLS08I53AF 560 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.276 IC5OGLS08JH0C8 522 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.272 IC5OGLS08JA00J 540 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.261 IC5OGLS08J0OU3 524 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.259 IC5OGLS08JFRV3 537 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.252 IC5OGLS08JXEZK 520 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.230 IC5OGLS08I809D 526 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.224 IC5OGLS08JA1TP 518 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.221 IC5OGLS08I5KTE 531 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.217 IC5OGLS08JAJJC 547 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.209 IC5OGLS08I7M79 543 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.208 IC5OGLS08JAGT9 518 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.204 IC5OGLS08I7TF8 547 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.203 IC5OGLS08JPUJO 514 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.194 IC5OGLS08JIJ7D 527 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.182 IC5OGLS08I4XDD 531 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.162 IC5OGLS08JIYQI 538 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.160 IC5OGLS08I7M9F 525 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.159 IC5OGLS08JO6HA 519 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.149 IC5OGLS08JAFF3 531 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.143 IC5OGLS08JBGFN 544 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.140 IC5OGLS08JZZAJ 521 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.139 IC5OGLS08JJ8IQ 522 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.135 IC5OGLS08JDCH5 540 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.133 IC5OGLS08JHPEQ 529 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.128 IC5OGLS08JU43I 521 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.127 IC5OGLS08JGVNV 548 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.126 IC5OGLS08JFO7T 519 86.1 46 4e-18 54/58 0/58 Plus/Plus
SRR1615876.125 IC5OGLS08JJS9H 532 86.1 46 4e-18 54/58 0/58 Plus/Plus
